ID,Default,Loan_type,Gender,Age,Degree,Income,Credit_score,Loan_length,Signers,Citizenship
2137,0,Car ,Male  ,50,Graduate,112209,622,2,2,Non-citizen
2138,0,Car ,Male  ,40,HS      ,106178,606,0,2,Citizen    
2139,0,Car ,Female,46,HS      ,70112,633,0,2,Citizen    
2140,0,Home,Female,47,HS      ,118490,632,7,2,Citizen    
2141,0,Car ,Female,38,HS      ,80410,612,0,2,Citizen    
2142,0,Car ,Female,41,HS      ,115643,596,1,2,Citizen    
2143,0,Car ,Female,35,HS      ,57037,653,0,1,Citizen    
2144,0,Car ,Male  ,43,HS      ,88719,563,3,1,Citizen    
2145,0,Car ,Male  ,41,HS      ,87832,619,0,1,Citizen    
2146,0,Home,Female,42,HS      ,103818,513,2,2,Citizen    
2147,0,Car ,Male  ,51,College ,121405,698,2,1,Non-citizen
2148,0,Car ,Female,45,College ,111183,721,3,1,Citizen    
2149,0,Home,Male  ,46,HS      ,105757,750,7,1,Citizen    
2150,0,Car ,Female,38,HS      ,119368,605,0,2,Citizen    
2151,0,Home,Female,47,College ,123429,721,11,2,Citizen    
2152,0,Car ,Male  ,32,HS      ,93180,635,1,2,Citizen    
2153,0,Car ,Male  ,48,Graduate,81623,590,2,2,Citizen    
2154,1,Car ,Female,48,College ,113525,687,2,1,Non-citizen
2155,0,Car ,Male  ,48,HS      ,91582,575,2,2,Citizen    
2156,0,Home,Female,39,College ,84634,675,9,2,Citizen    
2157,0,Car ,Female,47,College ,77055,560,2,2,Non-citizen
2158,0,Car ,Female,42,College ,111672,644,1,2,Citizen    
2159,0,Car ,Male  ,51,Graduate,72540,552,3,2,Citizen    
2160,0,Home,Male  ,35,HS      ,80938,557,0,2,Citizen    
2161,0,Car ,Male  ,44,HS      ,104768,668,0,2,Citizen    
2162,0,Car ,Male  ,40,College ,101308,657,2,2,Citizen    
2163,0,Home,Female,32,HS      ,87119,580,0,2,Citizen    
2164,0,Car ,Male  ,56,HS      ,126647,702,2,2,Citizen    
2165,0,Car ,Male  ,48,HS      ,130460,707,3,2,Citizen    
2166,0,Car ,Male  ,45,HS      ,92539,664,0,2,Citizen    
2167,0,Car ,Male  ,40,HS      ,92114,634,2,2,Citizen    
2168,0,Home,Male  ,25,HS      ,80766,521,2,2,Citizen    
2169,0,Car ,Female,40,Graduate,88334,519,2,2,Citizen    
2170,0,Car ,Male  ,45,College ,70010,646,1,2,Citizen    
2171,0,Car ,Female,43,HS      ,80957,652,0,2,Citizen    
2172,0,Car ,Male  ,46,HS      ,95683,674,0,2,Citizen    
2173,0,Home,Male  ,34,HS      ,78124,583,4,2,Citizen    
2174,0,Home,Female,50,Graduate,101345,615,6,2,Citizen    
2175,0,Home,Male  ,27,HS      ,74024,610,5,2,Citizen    
2176,0,Car ,Male  ,31,HS      ,72812,456,1,2,Citizen    
2177,0,Car ,Male  ,38,HS      ,101407,597,2,2,Citizen    
2178,0,Home,Male  ,25,College ,109189,690,7,2,Citizen    
2179,0,Car ,Male  ,36,HS      ,75655,551,2,2,Citizen    
2180,0,Home,Male  ,51,HS      ,84474,591,8,2,Citizen    
2181,0,Home,Male  ,49,College ,77398,585,8,2,Citizen    
2182,0,Home,Male  ,42,HS      ,81352,616,8,2,Citizen    
2183,0,Car ,Female,47,HS      ,89454,650,0,2,Citizen    
2184,0,Car ,Female,42,HS      ,107675,643,1,2,Citizen    
2185,0,Home,Male  ,49,HS      ,101891,675,7,2,Citizen    
2186,0,Home,Male  ,29,HS      ,77903,475,6,2,Citizen    
2187,0,Car ,Female,44,HS      ,120121,631,1,2,Citizen    
2188,0,Car ,Male  ,41,College ,50005,550,0,2,Citizen    
2189,0,Car ,Male  ,42,HS      ,100845,597,0,2,Citizen    
2190,0,Home,Male  ,45,College ,58058,678,0,2,Citizen    
2191,0,Car ,Male  ,42,HS      ,94761,563,0,2,Citizen    
2192,0,Car ,Female,48,College ,98927,609,0,1,Citizen    
2193,0,Car ,Male  ,40,College ,117787,571,2,2,Citizen    
2194,0,Car ,Male  ,48,HS      ,78518,672,1,2,Citizen    
2195,0,Car ,Male  ,50,College ,95046,556,1,2,Citizen    
2196,0,Car ,Male  ,38,College ,63133,587,0,2,Citizen    
2197,0,Car ,Male  ,41,College ,88738,596,3,2,Citizen    
2198,1,Home,Male  ,40,HS      ,103613,652,6,2,Citizen    
2199,0,Car ,Male  ,34,College ,82750,595,0,2,Citizen    
2200,0,Car ,Male  ,48,HS      ,127964,711,0,1,Non-citizen
2201,1,Car ,Male  ,41,HS      ,115877,650,0,2,Citizen    
2202,0,Car ,Male  ,45,HS      ,111012,631,1,2,Citizen    
2203,0,Home,Male  ,32,HS      ,82359,459,5,2,Citizen    
2204,0,Car ,Female,56,HS      ,88170,691,1,2,Citizen    
2205,0,Car ,Female,52,HS      ,66893,671,0,2,Citizen    
2206,0,Home,Female,42,HS      ,88512,619,3,2,Citizen    
2207,0,Car ,Male  ,47,HS      ,108399,495,0,2,Citizen    
2208,0,Car ,Female,36,HS      ,96174,591,0,2,Citizen    
2209,0,Car ,Male  ,51,HS      ,92168,543,2,2,Citizen    
2210,0,Home,Male  ,39,HS      ,67080,498,5,2,Citizen    
2211,0,Car ,Female,50,College ,116809,598,2,1,Citizen    
2212,0,Car ,Male  ,46,HS      ,93992,564,0,2,Citizen    
2213,0,Car ,Female,45,HS      ,96083,589,0,2,Citizen    
2214,0,Car ,Male  ,43,HS      ,107934,597,0,2,Citizen    
2215,0,Home,Male  ,39,HS      ,83364,577,5,2,Citizen    
2216,0,Car ,Female,44,HS      ,108501,674,3,2,Citizen    
2217,1,Car ,Female,54,HS      ,116084,753,1,1,Citizen    
2218,0,Car ,Female,47,HS      ,88511,636,0,2,Citizen    
2219,0,Home,Female,47,HS      ,125712,634,9,1,Citizen    
2220,0,Home,Male  ,41,HS      ,99367,658,7,2,Citizen    
2221,0,Car ,Male  ,40,HS      ,101934,610,2,2,Citizen    
2222,1,Car ,Female,46,College ,112731,771,0,2,Citizen    
2223,0,Home,Male  ,45,HS      ,96448,669,4,2,Citizen    
2224,0,Home,Female,41,HS      ,86819,557,7,2,Citizen    
2225,0,Car ,Female,45,HS      ,111710,657,0,1,Citizen    
2226,0,Car ,Female,44,College ,135851,682,3,2,Citizen    
2227,0,Home,Female,45,HS      ,86613,641,3,2,Citizen    
2228,0,Home,Male  ,35,HS      ,85079,621,4,2,Citizen    
2229,0,Car ,Female,57,HS      ,130119,686,3,1,Non-citizen
2230,0,Car ,Male  ,38,College ,107538,548,0,2,Citizen    
2231,0,Home,Male  ,40,HS      ,124326,647,9,2,Citizen    
2232,0,Car ,Female,39,College ,108902,629,3,2,Citizen    
2233,0,Home,Male  ,53,HS      ,84456,628,9,2,Citizen    
2234,0,Car ,Male  ,45,HS      ,70520,549,1,2,Citizen    
2235,0,Car ,Male  ,45,HS      ,85890,556,1,2,Citizen    
2236,0,Car ,Female,41,HS      ,96726,645,0,2,Citizen    
2237,0,Home,Male  ,41,HS      ,96883,606,4,2,Citizen    
2238,0,Home,Male  ,47,HS      ,64104,607,6,2,Citizen    
2239,0,Car ,Female,46,HS      ,88807,557,1,2,Citizen    
2240,0,Car ,Female,43,HS      ,108321,657,2,1,Citizen    
2241,0,Home,Male  ,39,HS      ,68238,662,6,2,Citizen    
2242,0,Home,Female,43,College ,113097,679,11,2,Citizen    
2243,0,Car ,Male  ,38,College ,85125,625,0,2,Citizen    
2244,0,Home,Male  ,38,HS      ,80815,520,0,2,Citizen    
2245,0,Home,Male  ,40,HS      ,83071,595,5,2,Citizen    
2246,0,Home,Male  ,44,HS      ,85313,677,4,2,Citizen    
2247,0,Car ,Male  ,50,HS      ,141194,659,3,2,Citizen    
2248,0,Car ,Female,41,College ,100333,525,0,2,Citizen    
2249,0,Car ,Female,43,HS      ,100260,571,1,2,Citizen    
2250,1,Car ,Female,54,HS      ,124041,733,3,1,Citizen    
2251,0,Car ,Male  ,43,HS      ,102750,536,0,2,Citizen    
2252,0,Car ,Male  ,46,HS      ,94890,622,1,2,Citizen    
2253,0,Car ,Male  ,40,HS      ,82202,576,0,2,Citizen    
2254,0,Home,Female,53,College ,109575,637,7,2,Citizen    
2255,0,Home,Male  ,42,HS      ,102059,594,4,2,Citizen    
2256,0,Car ,Female,35,HS      ,89206,630,2,1,Citizen    
2257,0,Car ,Male  ,49,HS      ,110573,695,1,1,Citizen    
2258,0,Car ,Female,55,College ,92919,574,2,2,Citizen    
2259,0,Car ,Male  ,42,HS      ,102114,639,0,2,Citizen    
2260,0,Home,Male  ,38,HS      ,87612,563,10,2,Citizen    
2261,0,Car ,Female,36,College ,74600,518,0,2,Citizen    
2262,0,Car ,Male  ,48,HS      ,113742,694,0,2,Citizen    
2263,1,Home,Female,45,College ,101127,604,6,2,Citizen    
2264,0,Car ,Female,38,College ,90889,698,0,2,Citizen    
2265,0,Car ,Female,42,College ,97098,663,2,2,Citizen    
2266,0,Car ,Male  ,50,HS      ,80563,590,2,2,Citizen    
2267,0,Car ,Female,40,College ,99363,674,2,1,Citizen    
2268,0,Car ,Male  ,37,Graduate,127284,564,3,2,Non-citizen
2269,0,Car ,Female,56,College ,99285,757,2,1,Citizen    
2270,0,Car ,Female,52,HS      ,116843,653,3,2,Citizen    
2271,0,Car ,Male  ,43,HS      ,84973,563,0,2,Citizen    
2272,0,Home,Male  ,40,HS      ,83161,537,6,2,Citizen    
2273,0,Car ,Female,39,HS      ,79964,582,0,2,Citizen    
2274,0,Car ,Male  ,38,College ,108986,641,1,2,Citizen    
2275,0,Car ,Female,42,College ,92859,740,0,2,Citizen    
2276,0,Car ,Female,45,HS      ,76783,667,1,1,Citizen    
2277,0,Car ,Female,42,HS      ,100737,618,2,1,Citizen    
2278,0,Car ,Male  ,42,HS      ,90737,703,3,2,Citizen    
2279,0,Car ,Male  ,40,College ,82646,558,2,2,Citizen    
2280,0,Car ,Female,46,HS      ,89155,640,0,2,Citizen    
2281,0,Car ,Female,50,HS      ,89631,683,1,2,Citizen    
2282,0,Car ,Male  ,33,HS      ,105723,618,3,2,Citizen    
2283,0,Home,Male  ,38,College ,93312,602,10,2,Non-citizen
2284,1,Car ,Female,39,HS      ,111760,566,0,2,Citizen    
2285,0,Home,Male  ,38,HS      ,98325,572,6,2,Citizen    
2286,0,Home,Male  ,33,HS      ,80389,560,3,2,Citizen    
2287,0,Home,Male  ,44,HS      ,100386,607,7,2,Citizen    
2288,0,Car ,Female,50,HS      ,83569,642,2,2,Citizen    
2289,0,Car ,Male  ,38,College ,73692,517,0,2,Citizen    
2290,0,Car ,Female,47,HS      ,103733,624,0,1,Non-citizen
2291,0,Car ,Male  ,36,Graduate,97728,579,2,2,Citizen    
2292,0,Car ,Female,40,HS      ,91103,566,0,2,Citizen    
2293,0,Car ,Female,38,HS      ,76898,491,0,2,Citizen    
2294,0,Car ,Female,42,HS      ,128550,629,3,1,Citizen    
2295,0,Home,Male  ,23,HS      ,87837,553,6,2,Citizen    
2296,0,Car ,Female,45,HS      ,99654,787,0,2,Citizen    
2297,0,Home,Male  ,49,HS      ,85240,657,4,2,Citizen    
2298,0,Car ,Male  ,44,College ,95839,670,1,2,Citizen    
2299,0,Home,Female,39,HS      ,97264,542,5,2,Citizen    
2300,0,Car ,Female,46,College ,99001,629,2,2,Citizen    
2301,0,Home,Male  ,29,HS      ,63099,584,0,2,Citizen    
2302,0,Car ,Female,51,College ,112972,612,1,2,Citizen    
2303,0,Home,Male  ,39,HS      ,82308,494,5,2,Citizen    
2304,0,Car ,Female,49,College ,100183,685,3,1,Non-citizen
2305,0,Car ,Female,33,Graduate,103581,611,2,2,Citizen    
2307,0,Home,Male  ,41,HS      ,103362,666,7,2,Citizen    
2308,0,Car ,Female,51,College ,94602,654,1,2,Citizen    
2309,0,Car ,Male  ,46,Graduate,115596,609,3,1,Non-citizen
2310,0,Car ,Male  ,46,HS      ,92958,665,1,2,Citizen    
2311,0,Car ,Male  ,42,HS      ,78563,577,1,2,Citizen    
2312,0,Car ,Female,40,College ,132989,608,2,2,Citizen    
2313,0,Car ,Female,49,HS      ,97256,641,1,2,Citizen    
2314,0,Car ,Male  ,47,HS      ,116197,559,0,2,Citizen    
2315,1,Car ,Female,47,HS      ,94003,634,0,2,Citizen    
2316,0,Car ,Female,53,Graduate,134927,690,2,2,Citizen    
2317,0,Car ,Male  ,46,HS      ,82488,622,1,2,Citizen    
2318,0,Car ,Female,44,HS      ,110310,559,0,2,Citizen    
2319,0,Car ,Female,42,HS      ,87482,629,0,2,Citizen    
2320,0,Car ,Male  ,44,HS      ,98757,626,0,2,Citizen    
2321,0,Car ,Female,47,HS      ,100369,640,3,1,Citizen    
2322,0,Car ,Male  ,43,College ,82022,557,0,2,Citizen    
2323,0,Car ,Female,48,Graduate,125065,680,3,2,Non-citizen
2324,0,Car ,Male  ,47,HS      ,71155,504,3,2,Citizen    
2325,0,Home,Male  ,44,HS      ,104377,644,2,2,Citizen    
2326,0,Car ,Female,43,HS      ,98807,584,2,2,Citizen    
2328,0,Car ,Male  ,51,HS      ,103840,538,2,2,Citizen    
2329,0,Car ,Male  ,46,College ,85831,565,2,2,Citizen    
2330,0,Car ,Male  ,45,HS      ,82055,550,1,2,Citizen    
2331,0,Car ,Male  ,40,College ,95017,510,2,2,Citizen    
2332,0,Car ,Male  ,45,HS      ,108221,500,0,2,Citizen    
2333,0,Home,Male  ,35,HS      ,64874,537,8,2,Citizen    
2334,0,Car ,Male  ,42,HS      ,115197,713,0,2,Citizen    
2335,0,Car ,Female,43,College ,90901,516,3,2,Citizen    
2336,0,Car ,Female,34,HS      ,77383,596,0,2,Citizen    
2337,0,Car ,Male  ,44,HS      ,79331,576,1,2,Citizen    
2338,0,Car ,Male  ,52,HS      ,74923,702,1,1,Citizen    
2339,0,Home,Male  ,38,HS      ,58017,544,4,2,Citizen    
2340,0,Car ,Male  ,45,HS      ,84253,670,0,2,Citizen    
2341,0,Car ,Male  ,34,College ,81218,553,2,2,Citizen    
2342,0,Car ,Male  ,46,HS      ,84606,664,0,2,Citizen    
2343,0,Car ,Female,45,College ,113363,666,3,1,Citizen    
2344,0,Car ,Male  ,47,College ,113728,654,1,2,Citizen    
2345,0,Home,Male  ,37,HS      ,117095,504,4,2,Citizen    
2346,0,Car ,Female,50,HS      ,104352,702,2,1,Citizen    
2347,0,Car ,Female,50,College ,95885,659,3,1,Citizen    
2348,0,Car ,Female,49,HS      ,118582,542,0,2,Non-citizen
2349,0,Home,Female,50,College ,116150,554,11,2,Citizen    
2350,0,Car ,Male  ,46,College ,117192,587,2,2,Citizen    
2351,0,Home,Male  ,38,HS      ,74121,629,5,2,Citizen    
2352,0,Car ,Male  ,43,HS      ,112376,634,1,2,Citizen    
2353,1,Car ,Female,53,College ,134348,696,3,1,Non-citizen
2354,1,Car ,Female,49,College ,136674,682,2,1,Citizen    
2355,0,Car ,Female,43,HS      ,96708,590,2,2,Citizen    
2356,0,Car ,Female,44,HS      ,101831,644,0,1,Citizen    
2357,0,Home,Male  ,46,HS      ,122394,605,7,2,Citizen    
2358,0,Home,Male  ,50,College ,113623,712,8,2,Citizen    
2359,0,Home,Male  ,29,HS      ,87534,470,1,2,Citizen    
2360,0,Home,Male  ,41,HS      ,123121,750,5,2,Citizen    
2361,0,Home,Female,44,HS      ,107852,608,5,2,Citizen    
2362,0,Car ,Male  ,38,HS      ,89852,601,0,2,Citizen    
2363,0,Car ,Female,33,College ,105714,721,0,2,Citizen    
2364,0,Car ,Female,36,College ,102690,590,2,2,Citizen    
2365,0,Car ,Male  ,37,HS      ,88175,560,0,2,Citizen    
2366,0,Car ,Female,45,HS      ,108757,672,1,2,Non-citizen
2367,0,Car ,Male  ,39,College ,122589,590,0,2,Citizen    
2368,0,Home,Male  ,33,HS      ,71706,590,3,2,Citizen    
2369,0,Car ,Male  ,34,HS      ,62854,499,0,2,Citizen    
2370,0,Home,Female,41,HS      ,112108,483,7,2,Citizen    
2371,0,Car ,Male  ,43,HS      ,113035,700,0,2,Citizen    
2372,0,Car ,Male  ,43,College ,99644,658,1,2,Citizen    
2373,0,Car ,Male  ,49,College ,140584,620,3,2,Citizen    
2374,0,Car ,Male  ,36,HS      ,81316,491,0,2,Citizen    
2375,0,Car ,Male  ,47,College ,121056,602,2,2,Citizen    
2376,1,Home,Female,46,HS      ,116998,624,5,2,Citizen    
2377,0,Home,Male  ,45,HS      ,72471,607,9,1,Citizen    
2378,0,Car ,Male  ,41,HS      ,81511,577,1,2,Citizen    
2379,0,Home,Male  ,36,HS      ,81161,591,8,2,Citizen    
2380,0,Car ,Male  ,42,HS      ,90492,587,2,2,Citizen    
2381,0,Home,Female,35,HS      ,105122,611,6,2,Citizen    
2382,0,Car ,Male  ,42,HS      ,85079,615,0,2,Citizen    
2383,0,Home,Male  ,40,HS      ,88214,611,6,1,Citizen    
2384,0,Car ,Male  ,31,HS      ,110861,571,1,2,Citizen    
2385,0,Car ,Female,46,College ,128397,650,3,1,Non-citizen
2386,0,Car ,Female,43,HS      ,90441,573,1,1,Citizen    
2387,0,Home,Male  ,37,College ,77979,618,5,2,Citizen    
2388,0,Car ,Female,48,HS      ,127361,635,2,2,Citizen    
2389,0,Home,Male  ,37,HS      ,62035,586,9,2,Citizen    
2390,1,Car ,Female,34,Graduate,94246,615,1,2,Citizen    
2391,0,Car ,Male  ,43,HS      ,77710,513,0,2,Citizen    
2392,0,Car ,Male  ,37,HS      ,86301,508,0,2,Citizen    
2393,0,Car ,Male  ,39,HS      ,113144,591,2,2,Citizen    
2394,0,Car ,Female,28,HS      ,115263,582,1,2,Citizen    
2395,0,Home,Male  ,39,HS      ,81608,619,2,2,Citizen    
2396,0,Home,Male  ,48,HS      ,102002,648,5,2,Citizen    
2397,0,Car ,Male  ,55,HS      ,136330,668,3,1,Citizen    
2398,0,Car ,Female,41,HS      ,102519,608,3,2,Citizen    
2399,0,Car ,Female,50,HS      ,97890,676,2,2,Citizen    
2400,0,Car ,Male  ,44,HS      ,100824,587,1,2,Citizen    
2401,0,Home,Male  ,31,HS      ,78575,489,4,2,Citizen    
2402,0,Car ,Male  ,54,College ,75293,546,1,2,Citizen    
2403,0,Home,Female,31,HS      ,98141,547,5,2,Citizen    
2404,1,Home,Male  ,46,HS      ,124899,675,10,2,Citizen    
2405,0,Car ,Male  ,49,College ,68452,558,2,2,Citizen    
2406,0,Car ,Male  ,35,College ,89585,611,2,2,Citizen    
2407,0,Home,Male  ,44,HS      ,119452,589,2,2,Citizen    
2408,0,Home,Male  ,43,HS      ,75766,551,5,2,Citizen    
2409,0,Car ,Female,46,College ,126423,707,2,2,Non-citizen
2410,0,Car ,Female,46,Graduate,117971,670,1,2,Non-citizen
2411,0,Car ,Male  ,38,HS      ,78974,554,1,2,Citizen    
2412,0,Car ,Female,39,HS      ,88759,670,2,2,Citizen    
2413,0,Home,Female,39,HS      ,80063,639,6,2,Citizen    
2414,0,Car ,Male  ,46,College ,91579,712,3,1,Citizen    
2415,0,Home,Female,52,HS      ,112822,623,7,2,Citizen    
2416,0,Car ,Female,50,Graduate,120626,770,1,2,Citizen    
2417,0,Home,Male  ,50,HS      ,86847,624,8,2,Citizen    
2418,0,Car ,Female,49,HS      ,123857,624,2,1,Citizen    
2419,0,Home,Female,49,HS      ,89712,567,5,2,Citizen    
2420,0,Car ,Male  ,43,College ,91267,566,2,2,Citizen    
2421,0,Car ,Female,44,HS      ,74939,681,2,2,Citizen    
2422,1,Car ,Female,47,College ,78962,617,0,2,Citizen    
2423,0,Car ,Female,35,HS      ,103146,659,0,2,Citizen    
2424,0,Home,Female,32,HS      ,82405,561,2,2,Citizen    
2425,0,Car ,Male  ,43,College ,86237,544,2,2,Citizen    
2426,0,Car ,Male  ,41,HS      ,105386,601,0,2,Citizen    
2427,0,Home,Male  ,41,HS      ,78163,652,5,2,Citizen    
2428,0,Home,Male  ,44,HS      ,96672,641,8,2,Citizen    
2429,1,Car ,Female,45,College ,116579,605,1,2,Citizen    
2430,0,Home,Male  ,41,HS      ,98445,599,4,2,Citizen    
2431,0,Car ,Female,50,Graduate,127261,738,3,2,Citizen    
2432,0,Home,Male  ,46,HS      ,91912,629,6,2,Citizen    
2433,0,Car ,Male  ,37,HS      ,101134,707,2,1,Citizen    
2434,0,Car ,Female,38,HS      ,109375,586,0,2,Citizen    
2435,0,Car ,Female,48,College ,83515,659,0,2,Citizen    
2436,0,Car ,Female,46,HS      ,100416,659,1,2,Citizen    
2437,0,Car ,Male  ,42,College ,92485,506,1,2,Citizen    
2438,0,Car ,Male  ,43,HS      ,86023,576,0,2,Citizen    
2439,0,Home,Female,47,College ,104339,647,8,2,Citizen    
2440,0,Car ,Male  ,53,College ,95073,676,3,1,Citizen    
2441,0,Car ,Female,34,College ,72717,618,2,2,Citizen    
2442,0,Car ,Female,52,College ,106712,597,2,2,Citizen    
2443,0,Car ,Female,46,College ,111842,598,2,2,Citizen    
2444,0,Car ,Male  ,50,College ,118988,515,1,2,Non-citizen
2445,0,Car ,Male  ,41,HS      ,86532,702,1,2,Citizen    
2446,0,Car ,Male  ,43,HS      ,100232,630,1,2,Citizen    
2447,0,Car ,Female,38,Graduate,88841,525,1,2,Citizen    
2448,0,Home,Female,43,HS      ,81931,590,6,2,Citizen    
2449,0,Car ,Female,41,HS      ,101867,647,0,2,Citizen    
2450,0,Car ,Male  ,47,College ,104242,671,2,1,Non-citizen
2451,0,Car ,Male  ,47,HS      ,109443,594,2,2,Citizen    
2452,1,Car ,Female,54,College ,122463,693,2,2,Citizen    
2453,0,Car ,Male  ,43,HS      ,95357,616,1,2,Citizen    
2454,0,Home,Male  ,28,HS      ,73594,562,4,2,Citizen    
2455,0,Home,Male  ,42,HS      ,57024,644,6,2,Citizen    
2456,0,Car ,Male  ,44,College ,111920,660,2,2,Citizen    
2457,0,Car ,Male  ,38,HS      ,107195,625,0,2,Citizen    
2458,0,Car ,Male  ,30,HS      ,67180,585,1,2,Citizen    
2459,0,Car ,Female,44,College ,115461,648,0,1,Citizen    
2460,0,Car ,Female,47,College ,77526,627,1,1,Non-citizen
2461,0,Car ,Female,46,College ,67967,658,0,2,Citizen    
2462,0,Car ,Male  ,49,HS      ,113309,582,2,2,Citizen    
2463,0,Home,Male  ,29,HS      ,65257,454,2,2,Citizen    
2464,0,Home,Male  ,29,HS      ,76010,466,4,2,Citizen    
2465,0,Car ,Male  ,42,HS      ,116440,558,0,2,Citizen    
2466,0,Car ,Male  ,43,HS      ,124830,635,3,2,Citizen    
2467,0,Home,Male  ,43,HS      ,96145,612,7,2,Citizen    
2468,0,Car ,Female,46,Graduate,120584,654,3,1,Non-citizen
2469,0,Home,Female,35,HS      ,89819,597,3,2,Citizen    
2470,0,Home,Male  ,38,HS      ,93552,635,7,2,Citizen    
2471,0,Car ,Male  ,34,HS      ,106129,642,1,2,Citizen    
2472,0,Car ,Female,42,HS      ,93307,662,2,2,Citizen    
2473,0,Home,Female,28,HS      ,73110,542,3,2,Citizen    
2474,0,Car ,Female,47,HS      ,74288,561,1,2,Citizen    
2475,0,Car ,Female,51,HS      ,120378,682,1,1,Non-citizen
2476,0,Car ,Female,43,College ,120263,692,3,1,Citizen    
2477,0,Car ,Female,41,HS      ,98166,528,1,2,Citizen    
2478,0,Car ,Male  ,45,HS      ,107337,633,3,1,Citizen    
2479,0,Car ,Male  ,37,HS      ,75168,587,1,2,Citizen    
2480,0,Car ,Male  ,35,HS      ,68848,469,1,2,Citizen    
2481,0,Car ,Male  ,38,College ,80988,648,2,2,Citizen    
2482,0,Home,Male  ,33,HS      ,78731,599,3,2,Citizen    
2483,0,Home,Male  ,40,College ,97335,711,6,2,Citizen    
2484,0,Car ,Male  ,46,HS      ,71650,530,0,2,Citizen    
2485,0,Car ,Female,34,College ,92663,598,2,2,Citizen    
2486,0,Home,Male  ,37,HS      ,74825,625,3,2,Citizen    
2487,0,Car ,Female,34,HS      ,112788,679,3,2,Citizen    
2488,0,Car ,Male  ,44,HS      ,81470,557,2,2,Citizen    
2489,0,Car ,Male  ,34,HS      ,96566,625,0,2,Citizen    
2490,0,Home,Female,39,College ,74885,538,7,2,Citizen    
2491,0,Car ,Female,45,HS      ,105407,587,2,2,Citizen    
2492,0,Home,Male  ,42,HS      ,86305,573,4,2,Citizen    
2493,0,Home,Male  ,35,HS      ,59535,553,7,2,Citizen    
2494,0,Car ,Male  ,51,HS      ,108558,702,2,2,Citizen    
2495,0,Home,Female,45,HS      ,106380,625,5,2,Citizen    
2496,0,Car ,Male  ,45,HS      ,85981,601,1,2,Citizen    
2497,0,Car ,Male  ,42,HS      ,86015,743,0,2,Non-citizen
2498,0,Car ,Female,42,HS      ,85865,584,0,2,Citizen    
2499,0,Car ,Male  ,54,HS      ,121933,677,2,2,Citizen    
2500,0,Home,Female,39,HS      ,103224,600,6,2,Citizen    
2501,0,Car ,Male  ,35,College ,102455,690,2,1,Citizen    
2502,0,Home,Male  ,49,HS      ,87873,615,7,2,Citizen    
2503,0,Home,Male  ,39,HS      ,92474,655,5,2,Citizen    
2504,0,Car ,Male  ,42,College ,98204,587,1,2,Citizen    
2505,0,Car ,Male  ,45,HS      ,104240,706,0,2,Citizen    
2506,0,Car ,Male  ,41,HS      ,87852,514,0,2,Citizen    
2507,0,Car ,Female,44,HS      ,80220,614,1,2,Citizen    
2508,0,Home,Male  ,46,HS      ,85608,567,7,2,Citizen    
2509,0,Car ,Male  ,37,HS      ,110359,520,0,2,Citizen    
2510,1,Car ,Female,44,HS      ,123945,578,1,2,Citizen    
2511,0,Car ,Male  ,46,HS      ,76120,563,0,2,Citizen    
2512,0,Car ,Male  ,40,College ,94692,681,2,2,Citizen    
2513,0,Car ,Male  ,43,HS      ,103613,615,1,2,Citizen    
2514,0,Car ,Female,42,College ,108977,620,0,2,Citizen    
2515,0,Car ,Female,54,HS      ,95616,620,0,2,Citizen    
2516,0,Car ,Female,41,College ,72475,613,2,2,Citizen    
2517,0,Car ,Female,38,HS      ,95636,605,0,2,Citizen    
2518,0,Car ,Female,39,HS      ,72953,585,1,2,Citizen    
2519,0,Car ,Male  ,53,HS      ,120335,781,1,1,Non-citizen
2520,0,Car ,Male  ,43,HS      ,89780,704,1,2,Citizen    
2521,0,Car ,Male  ,34,HS      ,59190,660,0,2,Citizen    
2522,0,Home,Male  ,44,HS      ,85079,654,4,2,Citizen    
2523,0,Home,Male  ,45,HS      ,109624,617,4,2,Citizen    
2524,0,Home,Female,49,College ,92377,760,4,2,Citizen    
2525,1,Car ,Male  ,45,HS      ,111802,698,2,2,Citizen    
2526,1,Car ,Male  ,58,College ,113894,665,2,2,Non-citizen
2527,0,Car ,Female,44,HS      ,56841,536,0,2,Citizen    
2528,0,Car ,Male  ,53,HS      ,112156,596,0,2,Citizen    
2529,0,Car ,Male  ,37,HS      ,91703,673,3,2,Citizen    
2530,0,Car ,Female,48,Graduate,103015,757,3,2,Citizen    
2531,0,Car ,Male  ,45,HS      ,106660,539,0,2,Citizen    
2532,0,Home,Male  ,46,HS      ,102578,590,4,2,Citizen    
2533,0,Car ,Male  ,46,HS      ,98259,542,0,2,Citizen    
2534,0,Car ,Female,34,HS      ,88498,582,0,2,Citizen    
2535,0,Car ,Female,39,Graduate,116456,477,2,2,Citizen    
2536,0,Car ,Female,48,HS      ,105189,719,0,1,Citizen    
2537,0,Home,Male  ,42,HS      ,106561,628,12,1,Citizen    
2538,0,Car ,Female,44,HS      ,81780,614,1,2,Citizen    
2539,0,Car ,Female,38,HS      ,130541,665,0,2,Citizen    
2540,0,Car ,Female,40,HS      ,112008,724,0,1,Citizen    
2541,1,Car ,Female,50,Graduate,96023,658,1,2,Citizen    
2542,1,Car ,Male  ,37,College ,95134,650,1,2,Citizen    
2543,0,Car ,Male  ,36,Graduate,127982,568,3,2,Non-citizen
